CountyID,Day,CompWL,CountWL,site_serial
GRV-3342,5/19/2017 0:00:00,46.566355914,24,9100399
GRV-3342,5/20/2017 0:00:00,46.573374318,24,9100399
GRV-3342,5/21/2017 0:00:00,46.561894650,24,9100399
GRV-3342,5/22/2017 0:00:00,46.538568172,24,9100399
GRV-3342,5/23/2017 0:00:00,46.496641903,24,9100399
GRV-3342,5/24/2017 0:00:00,46.467732935,24,9100399
GRV-3342,5/25/2017 0:00:00,46.505831056,24,9100399
GRV-3342,5/26/2017 0:00:00,46.584791450,24,9100399
GRV-3342,5/27/2017 0:00:00,46.561441639,24,9100399
GRV-3342,5/28/2017 0:00:00,46.532435516,24,9100399
GRV-3342,5/29/2017 0:00:00,46.558111517,24,9100399
GRV-3342,5/30/2017 0:00:00,46.569569544,24,9100399
GRV-3342,5/31/2017 0:00:00,46.552911110,24,9100399
GRV-3342,6/1/2017 0:00:00,46.550339179,24,9100399
GRV-3342,6/2/2017 0:00:00,46.541676484,24,9100399
GRV-3342,6/3/2017 0:00:00,46.540831723,24,9100399
GRV-3342,6/4/2017 0:00:00,46.525041631,24,9100399
GRV-3342,6/5/2017 0:00:00,46.502384708,9,9100399
GRV-3342,6/6/2017 0:00:00,46.493573568,24,9100399
GRV-3342,6/7/2017 0:00:00,46.518116868,24,9100399
GRV-3342,6/8/2017 0:00:00,46.525696042,24,9100399
GRV-3342,6/9/2017 0:00:00,46.523448268,24,9100399
GRV-3342,6/10/2017 0:00:00,46.546926414,24,9100399
GRV-3342,6/11/2017 0:00:00,46.553872639,24,9100399
GRV-3342,6/12/2017 0:00:00,46.528207115,23,9100399
GRV-3342,6/13/2017 0:00:00,46.507927239,24,9100399
GRV-3342,6/14/2017 0:00:00,46.498383336,24,9100399
GRV-3342,6/15/2017 0:00:00,46.486395876,24,9100399
GRV-3342,6/16/2017 0:00:00,46.477548257,24,9100399
GRV-3342,6/17/2017 0:00:00,46.481503831,24,9100399
GRV-3342,6/18/2017 0:00:00,46.494184847,24,9100399
GRV-3342,6/19/2017 0:00:00,46.495002448,24,9100399
GRV-3342,6/20/2017 0:00:00,46.514030564,24,9100399
GRV-3342,6/21/2017 0:00:00,46.507375038,24,9100399
GRV-3342,6/22/2017 0:00:00,46.501058452,24,9100399
GRV-3342,6/23/2017 0:00:00,46.462241106,24,9100399
GRV-3342,6/24/2017 0:00:00,46.471422647,24,9100399
GRV-3342,6/25/2017 0:00:00,46.505394900,24,9100399
